id	pfam_id	uniprot_id	pfam_embedding	uniprot_embedding	refSeqAccession	entry	entry_name	protein_names	gene_names	organism	pfam_description	uniprot_function
None	PF00366	A0AAJ3UB33	None	None	WP_000004106.1	None	None	A0AAJ3UB33_BACTU	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A2S8VFM3	None	None	WP_000004106.1	None	None	A0A2S8VFM3_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A853XF55	None	None	WP_000004106.1	None	None	A0A853XF55_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A150EM91	None	None	WP_000004106.1	None	None	A0A150EM91_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A9X6RQ48	None	None	WP_000004106.1	None	None	A0A9X6RQ48_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A246PNW4	None	None	WP_000004106.1	None	None	A0A246PNW4_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A1J9XTB4	None	None	WP_000004106.1	None	None	A0A1J9XTB4_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A1J9YMA8	None	None	WP_000004106.1	None	None	A0A1J9YMA8_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A4Y6F2N1	None	None	WP_000004106.1	None	None	A0A4Y6F2N1_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A1J9UWV2	None	None	WP_000004106.1	None	None	A0A1J9UWV2_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A1K0A8C3	None	None	WP_000004106.1	None	None	A0A1K0A8C3_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A7V7SB69	None	None	WP_000004106.1	None	None	A0A7V7SB69_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0AA44KSC2	None	None	WP_000004106.1	None	None	A0AA44KSC2_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A1J9UYH0	None	None	WP_000004106.1	None	None	A0A1J9UYH0_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A2A8UWL0	None	None	WP_000004106.1	None	None	A0A2A8UWL0_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A2B4FAP4	None	None	WP_000004106.1	None	None	A0A2B4FAP4_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A2A7ECK1	None	None	WP_000004106.1	None	None	A0A2A7ECK1_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A2G6Q822	None	None	WP_000004106.1	None	None	A0A2G6Q822_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A2N1JR40	None	None	WP_000004106.1	None	None	A0A2N1JR40_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A9X8BU61	None	None	WP_000004106.1	None	None	A0A9X8BU61_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A7Z8RII7	None	None	WP_000004106.1	None	None	A0A7Z8RII7_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A7V7HAP8	None	None	WP_000004106.1	None	None	A0A7V7HAP8_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A6I7XHW9	None	None	WP_000004106.1	None	None	A0A6I7XHW9_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A6H9IV75	None	None	WP_000004106.1	None	None	A0A6H9IV75_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A9X9C7M4	None	None	WP_000004106.1	None	None	A0A9X9C7M4_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A9W7PS62	None	None	WP_000004106.1	None	None	A0A9W7PS62_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0AAI9W6D4	None	None	WP_000004106.1	None	None	A0AAI9W6D4_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A9W7PKP7	None	None	WP_000004106.1	None	None	A0A9W7PKP7_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A7V7LA62	None	None	WP_000004106.1	None	None	A0A7V7LA62_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A516QKT4	None	None	WP_000004106.1	None	None	A0A516QKT4_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A4Y7QPW3	None	None	WP_000004106.1	None	None	A0A4Y7QPW3_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A4S4HGB2	None	None	WP_000004106.1	None	None	A0A4S4HGB2_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A3G5UI56	None	None	WP_000004106.1	None	None	A0A3G5UI56_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A6H0TIZ3	None	None	WP_000004106.1	None	None	A0A6H0TIZ3_BACTU	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A5C5AF21	None	None	WP_000004106.1	None	None	A0A5C5AF21_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A556BSF3	None	None	WP_000004106.1	None	None	A0A556BSF3_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0AAE6QTR5	None	None	WP_000004106.1	None	None	A0AAE6QTR5_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A6L5Q2S6	None	None	WP_000004106.1	None	None	A0A6L5Q2S6_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A8I1GRY2	None	None	WP_000004106.1	None	None	A0A8I1GRY2_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	Q6HPP9	None	None	WP_000004106.1	None	None	RS17_BACHK	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000255|HAMAP-CC       Rule:MF_01345}.
None	PF00366	Q63H81	None	None	WP_000004106.1	None	None	RS17_BACCZ	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000255|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A8T9ZC69	None	None	WP_000004106.1	None	None	A0A8T9ZC69_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A243GTN4	None	None	WP_000004106.1	None	None	A0A243GTN4_BACTF	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0AAJ1P4J9	None	None	WP_000004106.1	None	None	A0AAJ1P4J9_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0AAE4QKB1	None	None	WP_000004106.1	None	None	A0AAE4QKB1_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0AAJ1GS46	None	None	WP_000004106.1	None	None	A0AAJ1GS46_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0AA96PQ18	None	None	WP_000004106.1	None	None	A0AA96PQ18_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0AAJ2VMU8	None	None	WP_000004106.1	None	None	A0AAJ2VMU8_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A1V9WBB7	None	None	WP_000004106.1	None	None	A0A1V9WBB7_9BACI	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	B7IT28	None	None	WP_000004106.1	None	None	RS17_BACC2	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000255|HAMAP-CC       Rule:MF_01345}.
None	PF00366	B7HJ57	None	None	WP_000004106.1	None	None	RS17_BACC4	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000255|HAMAP-CC       Rule:MF_01345}.
None	PF00366	B7JKC8	None	None	WP_000004106.1	None	None	RS17_BACC0	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000255|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0R8I9	None	None	WP_000004106.1	None	None	RS17_BACAH	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000255|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0AAN0SUR4	None	None	WP_000004106.1	None	None	A0AAN0SUR4_BACCE	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A9X6FGY8	None	None	WP_000004106.1	None	None	A0A9X6FGY8_BACTU	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A9W3K898	None	None	WP_000004106.1	None	None	A0A9W3K898_BACTU	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	C3LJ91	None	None	WP_000004106.1	None	None	RS17_BACAC	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000255|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A9X6M6U1	None	None	WP_000004106.1	None	None	A0A9X6M6U1_BACTJ	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	C1ET48	None	None	WP_000004106.1	None	None	RS17_BACC3	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000255|HAMAP-CC       Rule:MF_01345}.
None	PF00366	C3P9R4	None	None	WP_000004106.1	None	None	RS17_BACAA	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000255|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A9W5JD18	None	None	WP_000004106.1	None	None	A0A9W5JD18_BACCE	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF00366	A0A9X6RJC1	None	None	WP_000004106.1	None	None	A0A9X6RJC1_BACTV	None	None	None	One of the primary rRNA binding proteins, it bindsCC       specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-CC       Rule:MF_01345}.
None	PF05532	Q81U95	None	None	WP_000004269.1	None	None	Y987_BACAN	None	None	CsbD is a bacterial general stress response protein.  It's expression is mediated by sigma-B, an alternative sigma factor [[cite:PUB00011303]]. The role of CsbD in stress response is  unclear.	None
None	PF05532	A0A4Y1WGG0	None	None	WP_000004269.1	None	None	A0A4Y1WGG0_BACAN	None	None	CsbD is a bacterial general stress response protein.  It's expression is mediated by sigma-B, an alternative sigma factor [[cite:PUB00011303]]. The role of CsbD in stress response is  unclear.	None
None	PF05532	A0A136CS43	None	None	WP_000004269.1	None	None	A0A136CS43_BACCE	None	None	CsbD is a bacterial general stress response protein.  It's expression is mediated by sigma-B, an alternative sigma factor [[cite:PUB00011303]]. The role of CsbD in stress response is  unclear.	None
